,id,Tweets,Sentiment,Label
44,883781749288914944,UPDATE: PDP dominates Osun by-election https://t.co/BcieyCWEU4 https://t.co/Az0Ddu6WL7,0.0,Negative
45,883781745228877825,"RT @OlayinkaLere: #Osun West
Eight out of 10 LGs won by PDP already.

Details very soon",0.2,Positive
46,883781728665468928,UPDATE: PDP dominates Osun by-election https://t.co/1S4QrCAwD8 https://t.co/lx1oq8QXjz,0.0,Negative
47,883781722650890240,@badgalmaddie_ The same thing when you collect money from PDP and vote for APC???,0.0,Negative
48,883781666128396288,"RT @yemimoyegun: #OsunWestDecides
IREWOLE:9,201(PDP) 8,966(APC)
OLAOLUWA:5,618(PDP) 5,316(APC)
EDE SO.:13,406(PDP) 2,096(APC)
EGBEDORE:7,14…",0.0,Negative
49,883781664731746304,"Merkel's Impossible Role at the G20
https://t.co/aS7G0E6ZRJ
via PdP",-0.6666666666666666,Negative
50,883781642535530500,"@IleowoKikiowo @jag_bros We wait f final resukts but if APC wins, d will shout rigging, if pdp wins it is democracy, people's will. Funny us",0.2125,Positive
51,883781626475364352,To pensando em ir pro PDP hoje ?,0.0,Negative
52,883781572301815808,"RT @OlayinkaLere: #Osun West
Eight out of 10 LGs won by PDP already.

Details very soon",0.2,Positive
53,883781565079310336,"Haley: ‘Everybody knows that Russia meddled in our elections’
https://t.co/OPJlwVb0BS
via PdP",0.0,Negative
54,883781562399064064,"RT @yemimoyegun: #OsunWestDecides
EJIGBO: 9,723(PDP) 12,226(APC)",0.0,Negative
55,883781502982647808,RT @Ceorhemz: 5 more local Govts to go. PDP winning 4 out of 5 currently with a wide margin #OsunWestDecides,0.18,Positive
56,883781497936916480,PDP. https://t.co/TyHEyZ0RFs,0.0,Negative
57,883781471239946240,PDP backs BJP over refusal of talks with Hurriyat https://t.co/yG6zWLoDyt,0.0,Negative
58,883781468614529025,"RT @yakdat91: IWO LG
Final Result
PDP :12547
APC:12205
 #OsunWestDecides",0.0,Negative
59,883781438352629760,"RT @biola_Akingbade: Ola-Oluwa LGA:
PDP 11,238 
APC 5618
IREWOLE LGA
PDP: 9,201  APC: 8,966
Difference: 235

EDE SOUTH LG
 PDP 13406
 APC…",0.0,Negative
60,883781383684071425,"RT @MickeySunny: Wait, with the look of things, it seems the PDP is leading the #OsunWestDecides cos if the APC is leading, I would have se…",0.0,Negative
61,883781269976428549,"RT @talentohmanogbt: PDP. ???? #VenezuelaVotaEn22Dias por la Paz, el amor y la soberanía de nuestro pueblo. #LaConstituyenteSiVa https://t.…",0.0,Negative
62,883781243799818240,""" i hear PDP won 8 out of the 10 LGA's,if it is true it shows Aregbesola is a waste honestly""",0.25,Positive
63,883781219841974273,"RT @DemolaRewaju: The Peoples of Osun West are jubilating already: too late for rigging by substitution - PDP wins it. 

9 LGAs to PDP, 1 t…",0.0,Negative
64,883781217908387841,@FooxMc1 pdp,0.0,Negative
65,883781169610993666,RT @OnyemaIsaa: PDP is Only winning On Social Media By-Election In Osun State #OsunWestdecides,0.17777777777777778,Positive
66,883781095321481216,"RT @yakdat91: IWO LG
Final Result
PDP :12547
APC:12205
 #OsunWestDecides",0.0,Negative
67,883781069744607233,"#OsunWestDecides
EJIGBO: 9,723(PDP) 12,226(APC)",0.0,Negative
68,883781048269713409,"Wait, with the look of things, it seems the PDP is leading the #OsunWestDecides cos if the APC is leading, I would have seen the effect here",0.0,Negative
69,883781042267709443,RT @NGRWailers: #OsunWestDecides UPDATE | PDP Candidate Reportedly Wins 9 Local Governments - https://t.co/G835BzRV6S,0.15,Positive
70,883781033203826688,"RT @yakdat91: IWO LG
Final Result
PDP :12547
APC:12205
 #OsunWestDecides",0.0,Negative
71,883781026966798336,RT @NGRWailers: #OsunWestDecides UPDATE | PDP Candidate Reportedly Wins 9 Local Governments - https://t.co/G835BzRV6S,0.15,Positive
72,883780981123141637,Congratulations to the PDP for winning the Osun East Senatorial race convincingly.,0.5,Positive
73,883780974940696576,Defection to PDP: LP declares Bayelsa lawmaker’s seat vacant https://t.co/2a0xyshpyG,0.0,Negative
74,883780973841854466,@r0gerrrr pdp pdp,0.0,Negative
75,883780923266826240,"Ola-Oluwa LGA:
PDP 11,238 
APC 5618
IREWOLE LGA
PDP: 9,201  APC: 8,966
Difference: 235

EDE SOUTH LG
 PDP 13406
 APC  2095

#Osunwestdecides",0.0,Negative
76,883780901553008641,RT @Ceorhemz: 5 more local Govts to go. PDP winning 4 out of 5 currently with a wide margin #OsunWestDecides,0.18,Positive
77,883780872490688512,@jorge_d_best :are  you for real? PDP? It's going to be a wake up call for APC then... It's good it's coming now.,0.44999999999999996,Positive
78,883780852878106625,RT @Ceorhemz: 5 more local Govts to go. PDP winning 4 out of 5 currently with a wide margin #OsunWestDecides,0.18,Positive
79,883780838042816512,"RT @DemolaRewaju: The Peoples of Osun West are jubilating already: too late for rigging by substitution - PDP wins it. 

9 LGAs to PDP, 1 t…",0.0,Negative
80,883780772741738496,"RT @olufemisp: 2014: Adeleke packed all PDP votes to APC 

2017: Adeleke returned all the votes he borrowed, back to PDP

Respect????

#Osu…",0.0,Negative
81,883780727095123968,"FLASH: Reports Reaching us indicate that PDP Candidate, Ademola Adeleke is coasting home to an emphatic victory in d Senatorial By-election",0.0,Negative
82,883780690495582208,"RT @olufemisp: 2014: Adeleke packed all PDP votes to APC 

2017: Adeleke returned all the votes he borrowed, back to PDP

Respect????

#Osu…",0.0,Negative
83,883780665044594688,"IWO LG
Final Result
PDP :12547
APC:12205
 #OsunWestDecides",0.0,Negative
84,883780650846834689,"RT @olufemisp: 2014: Adeleke packed all PDP votes to APC 

2017: Adeleke returned all the votes he borrowed, back to PDP

Respect????

#Osu…",0.0,Negative
85,883780648493867009,"Peoples of Osun West are celebrating already: too late for rigging by substitution - PDP kill it. 

PDP VS APC 9-1. #Unofficial
@APCNigeria",-0.3,Negative
86,883780628394762240,"RT @DemolaRewaju: The Peoples of Osun West are jubilating already: too late for rigging by substitution - PDP wins it. 

9 LGAs to PDP, 1 t…",0.0,Negative
87,883780617879638017,"RT @yemimoyegun: #OsunWestDecides
IREWOLE:9,201(PDP) 8,966(APC)
OLAOLUWA:5,618(PDP) 5,316(APC)
EDE SO.:13,406(PDP) 2,096(APC)
EGBEDORE:7,14…",0.0,Negative
88,883780602406866947,5 more local Govts to go. PDP winning 4 out of 5 currently with a wide margin #OsunWestDecides,0.18,Positive
89,883780588402036736,But they call PDP a dead party? https://t.co/Ehn9JCvZPF,-0.2,Negative
90,883780586522935297,"RT @yemimoyegun: #OsunWestDecides
IREWOLE:9,201(PDP) 8,966(APC)
OLAOLUWA:5,618(PDP) 5,316(APC)
EDE SO.:13,406(PDP) 2,096(APC)
EGBEDORE:7,14…",0.0,Negative
91,883780580382576641,"RT @olufemisp: 2014: Adeleke packed all PDP votes to APC 

2017: Adeleke returned all the votes he borrowed, back to PDP

Respect????

#Osu…",0.0,Negative
92,883780534782091268,@FooxMc1 pdp então veremos no dia 13 e 14 de julho,0.0,Negative
93,883780507405869056,@Marianneglrd (Dis la fille qui a une pdp dans un champ de blé),0.0,Negative
94,883780499747090435,RT @DemolaRewaju: 9-1 now. Irewole came in with about just 72 votes margin in total in favour of PDP...but Egbedore and the Edes brought la…,0.0,Negative
95,883780488535658497,#OsunWestDecides UPDATE | PDP Candidate Reportedly Wins 9 Local Governments - https://t.co/G835BzRV6S,0.15,Positive
96,883780476548374528,E pdp q vai ficar meio gay,0.4166666666666667,Positive
97,883780468277227520,"RT @yemimoyegun: #OsunWestDecides
IREWOLE:9,201(PDP) 8,966(APC)
OLAOLUWA:5,618(PDP) 5,316(APC)
EDE SO.:13,406(PDP) 2,096(APC)
EGBEDORE:7,14…",0.0,Negative
98,883780443648262145,"RT @DemolaRewaju: The Peoples of Osun West are jubilating already: too late for rigging by substitution - PDP wins it. 

9 LGAs to PDP, 1 t…",0.0,Negative
99,883780424799014917,"Retweeted Lere Olayinka (@OlayinkaLere):

#Osun West
Eight out of 10 LGs won by PDP already.

Details very soon",0.2,Positive
